"response_id","study","cluster_id","topic"
"R_6Qf9UMBcVsmuwIV","S3",25,"Government alien cover-up"
"R_3dWLglKeLvoxn7H","S3",21,"Deliberate COVID-19 Lab Release"
"R_3CNtTEU52GcFfKA","S3",0,"Mixed / Unclassified"
"R_5nPneraUR4h8Afa","S3",16,"9/11 Inside Job Conspiracy"
"R_11h3O8x1J24Cxep","S3",0,"Mixed / Unclassified"
"R_6KlPWxhHVDKcf3X","S3",0,"Mixed / Unclassified"
"R_1VpmL768Pm9Jwsx","S3",0,"Mixed / Unclassified"
"R_30YV4vJjjFnwnbS","S3",0,"Mixed / Unclassified"
"R_514x3nS4zSJ2K0p","S3",0,"Mixed / Unclassified"
"R_3PUGCSKElPyl3BT","S3",0,"Mixed / Unclassified"
"R_1WEvSZfL7rVKbqp","S3",24,"Area 51 Alien Cover-up"
"R_1YWBGvc6mLQf1X6","S3",0,"Mixed / Unclassified"
"R_1RJCTnBzrm7HTxv","S3",25,"Government alien cover-up"
"R_6E78vfhP1unR9tA","S3",13,"JFK Assassination Conspiracy"
"R_7KIRxUJkOKca1P3","S3",7,"Trump as Russian Asset"
"R_5IQn0SP5n3NVKb7","S3",0,"Mixed / Unclassified"
"R_1TG8ZPI3ukqaE8N","S3",3,"Moon Landing Hoax"
"R_7oBXLYSrQp7At17","S3",3,"Moon Landing Hoax"
"R_6SpJfS8slzQfXUb","S3",21,"Deliberate COVID-19 Lab Release"
"R_61sy6IyGMjXfYc3","S3",24,"Area 51 Alien Cover-up"
"R_3cwJwnbCheSZcO4","S3",0,"Mixed / Unclassified"
"R_3QX9dm0GN9biQdH","S3",16,"9/11 Inside Job Conspiracy"
"R_1k1ZNHOqL3gR7AD","S3",25,"Government alien cover-up"
"R_6WNEl8614m0tm1R","S3",18,"Hiding medical cures for profit"
"R_7BY7mhJJQh0fDW1","S3",18,"Hiding medical cures for profit"
"R_7ZUODItDhrgi17B","S3",13,"JFK Assassination Conspiracy"
"R_3WD37BRtg88viO5","S3",21,"Deliberate COVID-19 Lab Release"
"R_7UoFHwdJML1HQqt","S3",0,"Mixed / Unclassified"
"R_5xREBEkA5NmXAlb","S3",3,"Moon Landing Hoax"
"R_7F964pUF0wWbnMg","S3",0,"Mixed / Unclassified"
"R_72RDP5iffWCRLXD","S3",13,"JFK Assassination Conspiracy"
"R_6ruwr2N1wYOZVYV","S3",13,"JFK Assassination Conspiracy"
"R_7EdidItyNpD7Uin","S3",0,"Mixed / Unclassified"
"R_16xeaAR0X8k8rqp","S3",24,"Area 51 Alien Cover-up"
"R_6LAigGkhoq5CMLf","S3",3,"Moon Landing Hoax"
"R_3WH5zMDBwJ6Gn9n","S3",3,"Moon Landing Hoax"
"R_7CHmHTKXcBJhnvg","S3",16,"9/11 Inside Job Conspiracy"
"R_1khyCbjb3i9Jzod","S3",0,"Mixed / Unclassified"
"R_5JkPN31ryMe5Lb1","S3",13,"JFK Assassination Conspiracy"
"R_1EA2lI5SlaDifTR","S3",0,"Mixed / Unclassified"
"R_7JX5UX1TIuzpDP9","S3",0,"Mixed / Unclassified"
"R_7CKsmE5exHJybRO","S3",12,"Secret Elite World Control"
"R_3O3dsmpQVIpsY93","S3",18,"Hiding medical cures for profit"
"R_3B5MERLaZwIVoGF","S3",21,"Deliberate COVID-19 Lab Release"
"R_5dPY4z36LQCqDat","S3",16,"9/11 Inside Job Conspiracy"
"R_3v68qE3kUL2sHcP","S3",0,"Mixed / Unclassified"
"R_1rN4cuTznTD44yq","S3",16,"9/11 Inside Job Conspiracy"
"R_1cV6JG9pyzutrGg","S3",0,"Mixed / Unclassified"
"R_6CNKP1fZHH4E0UP","S3",13,"JFK Assassination Conspiracy"
"R_3wPZpTpXM4iKLtv","S3",3,"Moon Landing Hoax"
"R_7bOyzBYO2Q3RwbH","S3",13,"JFK Assassination Conspiracy"
"R_1jYBfGPm5LDyrNl","S3",24,"Area 51 Alien Cover-up"
"R_526uN1hoMXovzk5","S3",0,"Mixed / Unclassified"
"R_1QH5FtNPCNAfpUE","S3",0,"Mixed / Unclassified"
"R_54wp9ZSuGt6A3I0","S3",0,"Mixed / Unclassified"
"R_7Pu5wP2ptlzwkD4","S3",0,"Mixed / Unclassified"
"R_3dYAoHq5fOMwoSu","S3",0,"Mixed / Unclassified"
"R_1AZ2R7H38eJvpOn","S3",12,"Secret Elite World Control"
"R_10ZR6RyxF2o551u","S3",21,"Deliberate COVID-19 Lab Release"
"R_6sc3aDfDb1G5NxM","S3",0,"Mixed / Unclassified"
"R_7Cj5UuGt9KVHh7P","S3",24,"Area 51 Alien Cover-up"
"R_3gFdyPCuurcXKfL","S3",0,"Mixed / Unclassified"
"R_6YaFk2woEKv5p1q","S3",3,"Moon Landing Hoax"
"R_71vPMQ3aI7WNGvL","S3",0,"Mixed / Unclassified"
"R_3ranmtAQCr7R3aN","S3",3,"Moon Landing Hoax"
"R_7IWQVaM1buITN0S","S3",0,"Mixed / Unclassified"
"R_6y8H8vgOAUT3Ghh","S3",16,"9/11 Inside Job Conspiracy"
"R_3m8pw9WuS7kyuGe","S3",0,"Mixed / Unclassified"
"R_5DjUV8stnWfzCqN","S3",13,"JFK Assassination Conspiracy"
"R_1FVvT1GiZsq4jth","S3",0,"Mixed / Unclassified"
"R_1RGnf09yJZMpPAR","S3",0,"Mixed / Unclassified"
"R_6R4oyMToylDfFTn","S3",0,"Mixed / Unclassified"
"R_7iEkf8ClGf7BBPr","S3",3,"Moon Landing Hoax"
"R_6ikhq9IQJdnAxpf","S3",12,"Secret Elite World Control"
"R_5G2tOFobpJU5xoW","S3",24,"Area 51 Alien Cover-up"
"R_5QbYDe0xgiT6xFJ","S3",3,"Moon Landing Hoax"
"R_6YEzQQiJcthQH5T","S3",0,"Mixed / Unclassified"
"R_3mazaRQxlL8QceZ","S3",14,"Celebrity death and replacement conspiracies"
"R_3nXtkfBrF9tJzNv","S3",3,"Moon Landing Hoax"
"R_7OHR3Y15sRuYPvP","S3",18,"Hiding medical cures for profit"
"R_7rJ0K2J2Gtpucoh","S3",0,"Mixed / Unclassified"
"R_3QJke6c08OfR6G4","S3",0,"Mixed / Unclassified"
"R_5JfAataGQsJuhwJ","S3",3,"Moon Landing Hoax"
"R_5RownqG9XVIZVYJ","S3",12,"Secret Elite World Control"
"R_5bTdRvKI6GwZMfi","S3",16,"9/11 Inside Job Conspiracy"
"R_7yIdUROoApHnRZv","S3",18,"Hiding medical cures for profit"
"R_32QgA1bOdyVQm4x","S3",0,"Mixed / Unclassified"
"R_5PAwEs55LJvjZlt","S3",0,"Mixed / Unclassified"
"R_7vWJx9Lrl1WsgNj","S3",0,"Mixed / Unclassified"
"R_7COeyoyhe6hyIsk","S3",18,"Hiding medical cures for profit"
"R_6FH5MBmmpBI835L","S3",18,"Hiding medical cures for profit"
"R_3RwPMpnn2gP6gM5","S3",13,"JFK Assassination Conspiracy"
"R_677fAohbZCRbLlr","S3",0,"Mixed / Unclassified"
"R_330CbNDvrQccyc1","S3",24,"Area 51 Alien Cover-up"
"R_3U5A5UCcQtbanAp","S3",0,"Mixed / Unclassified"
"R_7JFJcQCrLu5Sj4T","S3",0,"Mixed / Unclassified"
"R_6V7HD2zY0zql2xl","S3",12,"Secret Elite World Control"
"R_1hYCfWtwoQc2yJC","S3",24,"Area 51 Alien Cover-up"
"R_62YRCkdHUo7WkO5","S3",0,"Mixed / Unclassified"
"R_72oO0phsv225ROF","S3",18,"Hiding medical cures for profit"
"R_3QbflJe2QP2fnbz","S3",16,"9/11 Inside Job Conspiracy"
"R_1P5vNeW1JDhg0kx","S3",0,"Mixed / Unclassified"
"R_3QnFjYxx05E19aK","S3",0,"Mixed / Unclassified"
"R_5aZeYolpCO2bUFX","S3",16,"9/11 Inside Job Conspiracy"
"R_50Zl9GfeNIQ96Bn","S3",18,"Hiding medical cures for profit"
"R_56i06QdbfzuGHsG","S3",0,"Mixed / Unclassified"
"R_1qq2ngNaeXIEac3","S3",0,"Mixed / Unclassified"
"R_56sThPGSjRRmrXr","S3",18,"Hiding medical cures for profit"
"R_5QFLLao5GdgsRUX","S3",0,"Mixed / Unclassified"
"R_3dAg0scZZM3W8k7","S3",25,"Government alien cover-up"
"R_597YEUo65VX7oLT","S3",0,"Mixed / Unclassified"
"R_3PGZOkficT0KCAL","S3",0,"Mixed / Unclassified"
"R_7P0L4T6Vr9BZXWz","S3",0,"Mixed / Unclassified"
"R_5msjppb6PdWe5jg","S3",0,"Mixed / Unclassified"
"R_3ki9oSej5kDuCGd","S3",0,"Mixed / Unclassified"
"R_3sMemVR4StEkv5v","S3",0,"Mixed / Unclassified"
"R_7QsDA75nWEHR6av","S3",0,"Mixed / Unclassified"
"R_3DGBMZhe8ZUdvnb","S3",12,"Secret Elite World Control"
"R_1s5oO65imcoQo1B","S3",3,"Moon Landing Hoax"
"R_3aVJPdQ35NtLqMU","S3",0,"Mixed / Unclassified"
"R_1n5gRq0qU3r6GAh","S3",0,"Mixed / Unclassified"
"R_6rvH21VMn3JHGLA","S3",3,"Moon Landing Hoax"
"R_3uWodEnrWoaYyRX","S3",0,"Mixed / Unclassified"
"R_6TCn5jaGf5zRvPj","S3",13,"JFK Assassination Conspiracy"
"R_1haJmVOc55UYxtH","S3",0,"Mixed / Unclassified"
"R_7qyrWvzzZzijt0R","S3",0,"Mixed / Unclassified"
"R_3EaManxebU69XBP","S3",24,"Area 51 Alien Cover-up"
"R_7KMDEfaZPrRDAYU","S3",13,"JFK Assassination Conspiracy"
"R_51tuLuJ7vSFTLfm","S3",13,"JFK Assassination Conspiracy"
"R_72QpvauDkVaXmOn","S3",21,"Deliberate COVID-19 Lab Release"
"R_7hDzJ4KoGYlYdQ4","S3",21,"Deliberate COVID-19 Lab Release"
"R_6S7ku2hWGrqFTtT","S3",12,"Secret Elite World Control"
"R_1jlfIjYAcGuYMZ2","S3",0,"Mixed / Unclassified"
"R_7IQqM0YZOMDQAzQ","S3",3,"Moon Landing Hoax"
"R_5KegSpYwi2Ow5O1","S3",0,"Mixed / Unclassified"
"R_5lVC7m60HL2p7SF","S3",0,"Mixed / Unclassified"
"R_3NzFbgtDBhhol4c","S3",14,"Celebrity death and replacement conspiracies"
"R_5Qs5GIYm7yBzIDY","S3",0,"Mixed / Unclassified"
"R_6Lwk6iYDCUTQwKL","S3",24,"Area 51 Alien Cover-up"
"R_51iyn7CqSPAkDDD","S3",13,"JFK Assassination Conspiracy"
"R_39m7cj5YbKkXOGR","S3",3,"Moon Landing Hoax"
"R_7yf8tdBLnd4n0fj","S3",3,"Moon Landing Hoax"
"R_7QMj7DvfdDB8Ymc","S3",13,"JFK Assassination Conspiracy"
"R_7gNuYmEnTWKzd4q","S3",16,"9/11 Inside Job Conspiracy"
"R_1ItM8ztYd9B2w9x","S3",12,"Secret Elite World Control"
"R_5dwcDP1aBAAB4jf","S3",24,"Area 51 Alien Cover-up"
"R_5LzpYhpeSw2uYle","S3",25,"Government alien cover-up"
"R_7LuK2sd0TSXbgWM","S3",21,"Deliberate COVID-19 Lab Release"
"R_3PVCkhEkFnVMNXj","S3",0,"Mixed / Unclassified"
"R_16mv8aaIgVOHKUe","S3",21,"Deliberate COVID-19 Lab Release"
"R_1mFC75uoIBFDJtv","S3",0,"Mixed / Unclassified"
"R_1wUthDntGndWNzP","S3",0,"Mixed / Unclassified"
"R_7OJhJhij3fwTmaL","S3",0,"Mixed / Unclassified"
"R_3u2Tr7WZpbZOK9b","S3",0,"Mixed / Unclassified"
"R_7CpLQDtkI760T78","S3",16,"9/11 Inside Job Conspiracy"
"R_3eEOIvSqq3muL4J","S3",21,"Deliberate COVID-19 Lab Release"
"R_5oFqJ6Y20OoZ2WB","S3",13,"JFK Assassination Conspiracy"
"R_33jNyCBDJnNi4p4","S3",0,"Mixed / Unclassified"
"R_7MT0fKhevudmy3V","S3",12,"Secret Elite World Control"
"R_7gbcATMII4tGY39","S3",0,"Mixed / Unclassified"
"R_1CksRFFcqeIwbme","S3",3,"Moon Landing Hoax"
"R_64iqyapK6B4N0WM","S3",0,"Mixed / Unclassified"
"R_3CDRsZsv5sV9NO9","S3",14,"Celebrity death and replacement conspiracies"
"R_5Hxg0XAsXc2Tcbf","S3",0,"Mixed / Unclassified"
"R_1V3WTnjbaTYpFds","S3",0,"Mixed / Unclassified"
"R_7Bxti4dZBkzchSF","S3",13,"JFK Assassination Conspiracy"
"R_3t3h85Ruh5jOqwF","S3",0,"Mixed / Unclassified"
"R_3B9fumuXsZbXvA1","S3",0,"Mixed / Unclassified"
"R_7lnITFW4MSRvVBv","S3",19,"Chemtrail Conspiracy Beliefs"
"R_62MlAtTVZFJHlys","S3",0,"Mixed / Unclassified"
"R_1bZyHvVLwYyUX9F","S3",18,"Hiding medical cures for profit"
"R_5Ny7Qq1N0zzL1Rq","S3",13,"JFK Assassination Conspiracy"
"R_6q3RNo6Zi4RJGIR","S3",16,"9/11 Inside Job Conspiracy"
"R_3BQwpYLQnyamTVC","S3",0,"Mixed / Unclassified"
"R_7sQqupdV0gg4lIR","S3",3,"Moon Landing Hoax"
"R_7EhRZwSa12IqzLM","S3",25,"Government alien cover-up"
"R_3SjDu6WyScGiOvT","S3",3,"Moon Landing Hoax"
"R_3OO5bhqRA8A5J3g","S3",0,"Mixed / Unclassified"
"R_6pbtyTJmogDDkJs","S3",13,"JFK Assassination Conspiracy"
"R_79rk9wnvJilYBgJ","S3",0,"Mixed / Unclassified"
"R_1PYGsLdEWjr9pbl","S3",9,"Election fraud conspiracy beliefs"
"R_7oXWA2rQXzTS47A","S3",0,"Mixed / Unclassified"
"R_5V23HU6AJr2tHAD","S3",14,"Celebrity death and replacement conspiracies"
"R_78OjcEYKEzLQOXB","S3",21,"Deliberate COVID-19 Lab Release"
"R_1oneLOuhoEJpbuD","S3",0,"Mixed / Unclassified"
"R_6qIiTo9CZLZK85O","S3",3,"Moon Landing Hoax"
"R_7MhddaRlA5Ukaf7","S3",13,"JFK Assassination Conspiracy"
"R_6dnmKZagUUWeV1M","S3",16,"9/11 Inside Job Conspiracy"
"R_3XpnauErBrEZnKa","S3",0,"Mixed / Unclassified"
"R_5PoJtAlc2sbyV1a","S3",0,"Mixed / Unclassified"
"R_3Fzh0aVGYCg7k4W","S3",18,"Hiding medical cures for profit"
"R_5cqrCQ3fDGNOv2P","S3",13,"JFK Assassination Conspiracy"
"R_6rNhFy70DLOdvQE","S3",24,"Area 51 Alien Cover-up"
"R_3w1Tk1zG4FDtNe1","S3",0,"Mixed / Unclassified"
"R_39vzg41KEab9Xep","S3",0,"Mixed / Unclassified"
"R_51uxk7QBMrMboMl","S3",0,"Mixed / Unclassified"
"R_7VpEdHb506sHftD","S3",0,"Mixed / Unclassified"
"R_6OC9NumsiclPcB7","S3",0,"Mixed / Unclassified"
"R_5o7vyEzsyPYFoOQ","S3",0,"Mixed / Unclassified"
"R_5Jd0w3S1XkGZGTv","S3",0,"Mixed / Unclassified"
"R_3ps1gIztRM7DiJ1","S3",21,"Deliberate COVID-19 Lab Release"
"R_5hareueeEO1in3Y","S3",0,"Mixed / Unclassified"
"R_6rUyPcsNOyycqWX","S3",12,"Secret Elite World Control"
"R_6KpgvguxiiuMQrn","S3",13,"JFK Assassination Conspiracy"
"R_5zojGxwic4mrjTm","S3",16,"9/11 Inside Job Conspiracy"
"R_37eMnA02fvK9dwB","S3",12,"Secret Elite World Control"
"R_5OkpgOHskp3SnPO","S3",0,"Mixed / Unclassified"
"R_3Qnd4F9OOPUmayC","S3",13,"JFK Assassination Conspiracy"
"R_6fBvQweuwC4nIcO","S3",21,"Deliberate COVID-19 Lab Release"
"R_73K0FK65pdb8HT3","S3",0,"Mixed / Unclassified"
"R_7SCrQ4sxmbb47b8","S3",0,"Mixed / Unclassified"
"R_52nUtP4SKZTUNQq","S3",0,"Mixed / Unclassified"
"R_7wN78RPSwOY4lR7","S3",19,"Chemtrail Conspiracy Beliefs"
"R_6ILkPA6qz3SWhup","S3",18,"Hiding medical cures for profit"
"R_5hRv9FKkqtfc6gP","S3",25,"Government alien cover-up"
"R_3lRzYpDW2STHPOk","S3",21,"Deliberate COVID-19 Lab Release"
"R_1P86SkEsC2qaqS2","S3",3,"Moon Landing Hoax"
"R_52mZO3NmvGYrWlb","S3",0,"Mixed / Unclassified"
"R_1af8UXFgSFvY1uR","S3",0,"Mixed / Unclassified"
"R_1D6p3wcadgqAsef","S3",0,"Mixed / Unclassified"
"R_716hgdWDPTkkkYS","S3",3,"Moon Landing Hoax"
"R_5xVi1AnjSmuBSCr","S3",0,"Mixed / Unclassified"
"R_7fqlp8L7M1Pb0Cm","S3",21,"Deliberate COVID-19 Lab Release"
"R_523GU6uMvrzjvBD","S3",0,"Mixed / Unclassified"
"R_19njxD92K2j3fJn","S3",0,"Mixed / Unclassified"
"R_1Q6qpcK9a6rB0XS","S3",13,"JFK Assassination Conspiracy"
"R_3R0lMRZIfxsN1Qt","S3",0,"Mixed / Unclassified"
"R_31uAVMcRVRxAx7j","S3",0,"Mixed / Unclassified"
"R_6VuEA3RZeCeqrQZ","S3",0,"Mixed / Unclassified"
"R_6jJ5yRtotLB2K6p","S3",0,"Mixed / Unclassified"
"R_5QLvtHzbzIeCRaA","S3",0,"Mixed / Unclassified"
"R_7gAAm7wvKduv80G","S3",0,"Mixed / Unclassified"
"R_1ysxDXjDV35WVfH","S3",21,"Deliberate COVID-19 Lab Release"
"R_1b4eRwthGnfxnuR","S3",25,"Government alien cover-up"
"R_1DMZzesOe6g9dlH","S3",25,"Government alien cover-up"
"R_58Pn7k5c6xldWi5","S3",0,"Mixed / Unclassified"
"R_3nMF9YRHla10iMP","S3",3,"Moon Landing Hoax"
"R_3WIhSeGkEa4AbYE","S3",0,"Mixed / Unclassified"
"R_1juKUrqbc8yDeZH","S3",21,"Deliberate COVID-19 Lab Release"
"R_5CptH2X1oUy0eE9","S3",3,"Moon Landing Hoax"
"R_1Eb54Xow2CdogKR","S3",0,"Mixed / Unclassified"
"R_1CxTGCUWofdqvk6","S3",13,"JFK Assassination Conspiracy"
"R_3YKVXMORoJ3SNmi","S3",25,"Government alien cover-up"
"R_7bMFXCt31YYwCVH","S3",16,"9/11 Inside Job Conspiracy"
"R_7REAU8mMPXmZAlj","S3",21,"Deliberate COVID-19 Lab Release"
"R_5zcyp9FEqN2nbaN","S3",13,"JFK Assassination Conspiracy"
"R_1vwjlfiv98JSspP","S3",0,"Mixed / Unclassified"
"R_6O08iMybMHvu8KC","S3",7,"Trump as Russian Asset"
"R_5rHyXZh500Gjee3","S3",21,"Deliberate COVID-19 Lab Release"
"R_6uEAeBJmeSmr8BP","S3",9,"Election fraud conspiracy beliefs"
"R_5OTIuDzOhnUpp4t","S3",0,"Mixed / Unclassified"
"R_5CJB925T9RQGzTg","S3",0,"Mixed / Unclassified"
"R_7LhWunkb6NuvXSt","S3",3,"Moon Landing Hoax"
"R_7OZBr5N3czXWWOi","S3",0,"Mixed / Unclassified"
"R_17DQNIVHWT5i77y","S4",0,"Mixed / Unclassified"
"R_57ac0Rc4NyiXgNH","S4",0,"Mixed / Unclassified"
"R_7QUAokIqE07SWNb","S4",0,"Mixed / Unclassified"
"R_7K9Hu6SPu0VwYD8","S4",0,"Mixed / Unclassified"
"R_5cvtewGjYZ2IYBb","S4",0,"Mixed / Unclassified"
"R_64kfvVsuFuYavEE","S4",0,"Mixed / Unclassified"
"R_5qrOlaRgZtHKYig","S4",0,"Mixed / Unclassified"
"R_6j9S77B3AMAzjZe","S4",0,"Mixed / Unclassified"
"R_5W42O5GdDuDAOB3","S4",21,"Deliberate COVID-19 Lab Release"
"R_5Nhb3tk2BtgmyYz","S4",13,"JFK Assassination Conspiracy"
"R_5nx6vYia58p8GPd","S4",25,"Government alien cover-up"
"R_3n7wGKqBthgAQtX","S4",16,"9/11 Inside Job Conspiracy"
"R_5F4lIv8EPc8LIYU","S4",0,"Mixed / Unclassified"
"R_7MA42VinAmSRgs6","S4",13,"JFK Assassination Conspiracy"
"R_50BGyvzBmVWLCox","S4",0,"Mixed / Unclassified"
"R_3NeM9naONMFrWAn","S4",0,"Mixed / Unclassified"
"R_6EWh4W1yl5C5e1D","S4",0,"Mixed / Unclassified"
"R_7QA9ts7moHGSknc","S4",0,"Mixed / Unclassified"
"R_7QgfhTadDLasUOE","S4",12,"Secret Elite World Control"
"R_7ZhW5GApWwbAUWl","S4",9,"Election fraud conspiracy beliefs"
"R_1p2PtioXMJ0RoT7","S4",20,"Vaccine harms and conspiracies"
"R_138hSlcQenL5Gf6","S4",0,"Mixed / Unclassified"
"R_61dMMEL6wCvaxeW","S4",0,"Mixed / Unclassified"
"R_6GWwRKP45O3ayVL","S4",21,"Deliberate COVID-19 Lab Release"
"R_5J53yKCJDm98tq1","S4",13,"JFK Assassination Conspiracy"
"R_3ZOixHXRlE5g5xu","S4",0,"Mixed / Unclassified"
"R_7uKw2IPaxCyLglj","S4",0,"Mixed / Unclassified"
"R_7FNbgk4WWBgoSiZ","S4",0,"Mixed / Unclassified"
"R_6ehuROJ1kygePqG","S4",11,"Jeffrey Epstein Death Conspiracies"
"R_3AFhJoLHnXdnY8W","S4",0,"Mixed / Unclassified"
"R_1KDFAx4WgcXYFvr","S4",0,"Mixed / Unclassified"
"R_7pfERhJnrGokLfL","S4",13,"JFK Assassination Conspiracy"
"R_593QtyKwDkdPnUJ","S4",0,"Mixed / Unclassified"
"R_6Q9gki9ShIdR6sF","S4",0,"Mixed / Unclassified"
"R_7QKvzoYUBSx7xvU","S4",0,"Mixed / Unclassified"
"R_1n6nQJPkOcxICZB","S4",0,"Mixed / Unclassified"
"R_6sJtqGLxGZXaPgB","S4",9,"Election fraud conspiracy beliefs"
"R_5z8TNvR0q7wFXKm","S4",0,"Mixed / Unclassified"
"R_6G2Fq2VJfAGYlwb","S4",0,"Mixed / Unclassified"
"R_1kv5oMl5zEsZfe8","S4",0,"Mixed / Unclassified"
"R_5OUBOXcKFEif9ex","S4",25,"Government alien cover-up"
"R_73KCaJzmsfaYYUN","S4",13,"JFK Assassination Conspiracy"
"R_3Hx9baqRjjKmyNr","S4",0,"Mixed / Unclassified"
"R_5Pu5DfGwZyVVtXW","S4",11,"Jeffrey Epstein Death Conspiracies"
"R_7kIJqAePbdJqDgf","S4",0,"Mixed / Unclassified"
"R_6lGjSvhPizG7m5y","S4",26,"Existence of Alien Life"
"R_6Pi2ERapfIB70dk","S4",0,"Mixed / Unclassified"
"R_59W9OutLHgfEAW5","S4",0,"Mixed / Unclassified"
"R_5fJ464tYqveATgf","S4",8,"Existence of Bigfoot"
"R_7QhZiNkHYQCnsiy","S4",0,"Mixed / Unclassified"
"R_6rABEmOJ5L4Ntny","S4",0,"Mixed / Unclassified"
"R_1llNIK1FMCI97js","S4",0,"Mixed / Unclassified"
"R_7MJW8zGy4Nc06Yc","S4",16,"9/11 Inside Job Conspiracy"
"R_5rKWRm5Lde1y6qJ","S4",13,"JFK Assassination Conspiracy"
"R_30oxD8L58MOG8wA","S4",0,"Mixed / Unclassified"
"R_7XKgq3DPqditS8N","S4",0,"Mixed / Unclassified"
"R_15ZSJEqroaQICfA","S4",13,"JFK Assassination Conspiracy"
"R_54lWSmuBYHWNuwx","S4",0,"Mixed / Unclassified"
"R_6TWSpvfQODYs9ZE","S4",14,"Celebrity death and replacement conspiracies"
"R_3zTHA0bZtOW1wia","S4",13,"JFK Assassination Conspiracy"
"R_3MlLv2FXT3mxEgB","S4",13,"JFK Assassination Conspiracy"
"R_11SqhtbKPRJSajB","S4",13,"JFK Assassination Conspiracy"
"R_7jjPSE79BysMU3E","S4",0,"Mixed / Unclassified"
"R_1sRwy0Bwcs4IqAH","S4",13,"JFK Assassination Conspiracy"
"R_5ER3aV0cprfmpj1","S4",11,"Jeffrey Epstein Death Conspiracies"
"R_61qbFDDBaIfAuw9","S4",0,"Mixed / Unclassified"
"R_5cAcFLiewn6z4eG","S4",13,"JFK Assassination Conspiracy"
"R_7pyrLFwzMItljwB","S4",19,"Chemtrail Conspiracy Beliefs"
"R_1Iuxx3yGZ86vzX4","S4",13,"JFK Assassination Conspiracy"
"R_7YqSZxJ8V2WeKqZ","S4",0,"Mixed / Unclassified"
"R_3Dd37MxXXjUcWFv","S4",0,"Mixed / Unclassified"
"R_6QfHfvMJCWcowAm","S4",20,"Vaccine harms and conspiracies"
"R_6kBQyW34I22hmWg","S4",0,"Mixed / Unclassified"
"R_3WunVodz4D37VKj","S4",3,"Moon Landing Hoax"
"R_55cwW7ilfEwR0VH","S4",16,"9/11 Inside Job Conspiracy"
"R_1sbpI7Poaro1FWx","S4",0,"Mixed / Unclassified"
"R_7h4kohMJBDOA5FI","S4",0,"Mixed / Unclassified"
"R_6ajC0ditoZocDcd","S4",21,"Deliberate COVID-19 Lab Release"
"R_7rqAFSyFi0K52M1","S4",11,"Jeffrey Epstein Death Conspiracies"
"R_606QGBuUh9hShR1","S4",0,"Mixed / Unclassified"
"R_5NGjlWf2Ne0N3r3","S4",13,"JFK Assassination Conspiracy"
"R_6rTHShi44PwBUe0","S4",25,"Government alien cover-up"
"R_12zlkE6YjXnyCC6","S4",0,"Mixed / Unclassified"
"R_5kqgwE0sged3OG1","S4",21,"Deliberate COVID-19 Lab Release"
"R_6V2cepACSe6zTsE","S4",20,"Vaccine harms and conspiracies"
"R_6Xez07al61gGUxz","S4",3,"Moon Landing Hoax"
"R_38lVO9Rziem7QXf","S4",0,"Mixed / Unclassified"
"R_341wzGUZ1TCyfWp","S4",0,"Mixed / Unclassified"
"R_5hFpDs9T05869yr","S4",3,"Moon Landing Hoax"
"R_1cZmnqimwSmRPue","S4",16,"9/11 Inside Job Conspiracy"
"R_1rH4Jx3HLqJd54t","S4",13,"JFK Assassination Conspiracy"
"R_6CUub57OuPPhrN4","S4",14,"Celebrity death and replacement conspiracies"
"R_7wRyKEV0wa8KRqu","S4",0,"Mixed / Unclassified"
"R_6LZma3Nfoj7XtdM","S4",0,"Mixed / Unclassified"
"R_1MwQxf5giJBR5kt","S4",25,"Government alien cover-up"
"R_7ClNMvUhvNWg3WV","S4",0,"Mixed / Unclassified"
"R_7Jf8AreCe7jVh0l","S4",13,"JFK Assassination Conspiracy"
"R_5M3PDl3iWsEG9y1","S4",25,"Government alien cover-up"
"R_5n8Voq2gIZFcJdw","S4",8,"Existence of Bigfoot"
"R_3eFXX4kgGg5yALP","S4",0,"Mixed / Unclassified"
"R_3QVrEj0Hn3S1ZDC","S4",0,"Mixed / Unclassified"
"R_1Fjd6qeJ5DbBU9r","S4",0,"Mixed / Unclassified"
"R_7jkFCnTHIRxXsgF","S4",16,"9/11 Inside Job Conspiracy"
"R_72UA9i0GXpLe49P","S4",3,"Moon Landing Hoax"
"R_37PsOEuZIdu2dzs","S4",0,"Mixed / Unclassified"
"R_31773aydKNu7mw3","S4",0,"Mixed / Unclassified"
"R_71009OAqoIlewbp","S4",0,"Mixed / Unclassified"
"R_7fMAP1VuTRqydjj","S4",9,"Election fraud conspiracy beliefs"
"R_6ejZT5uC7dLAF9Y","S4",0,"Mixed / Unclassified"
"R_5qadJQSFcTDT3jx","S4",0,"Mixed / Unclassified"
"R_6VtVJzkpgLoIM4p","S4",13,"JFK Assassination Conspiracy"
"R_64d9XTcvKbIPezn","S4",13,"JFK Assassination Conspiracy"
"R_5qFbKqTkUYyZxAX","S4",3,"Moon Landing Hoax"
"R_6YA4glDnsjZiU7R","S4",16,"9/11 Inside Job Conspiracy"
"R_5s5E9xNtpoess08","S4",16,"9/11 Inside Job Conspiracy"
"R_1Ic3JnCa5HGXSFz","S4",0,"Mixed / Unclassified"
"R_193Nje7ZhZo2qSa","S4",16,"9/11 Inside Job Conspiracy"
"R_6NXsAGg8YhHzNI1","S4",0,"Mixed / Unclassified"
