response_id,study,variant,condition,belief_change,embed_text
R_1fqVKpwLwS2l1sY,S3,Truth-Constrained,Bunking,2,Oswald did not assassinate JFK.
R_1Oe4YKq21MeAc73,S3,Truth-Constrained,Debunking,39,Bigfoot exists.
R_6wmp2B52rE1rvvg,S3,Truth-Constrained,Bunking,-46,"The High-frequency Active Auroral Research Program facility in Alaska is secretly used to control the weather, trigger earthquakes, and perform mind control."
R_1AT3ukC7Fj5fsJB,S3,Truth-Constrained,Debunking,31,The moon landing in 1969 was staged by the US government and filmed on a movie set to win the space race against the Soviet Union.
R_5TEMFLgHHG8iUUh,S3,Truth-Constrained,Bunking,28,"The U.S. government has recovered alien spacecraft and is secretly studying extraterrestrial technology at hidden facilities like Area 51, concealing this information from the public to avoid panic and maintain technological superiority."
R_5D2e7Q1BjgDpCzc,S3,Truth-Constrained,Bunking,34,Coronavirus was a deliberate act by the government to reduce world population.
R_7hhF9MlamopsBJ1,S3,Truth-Constrained,Bunking,23,Directed energy weapons cause Havana syndrome.
R_7hGRepVZ1qr274B,S3,Truth-Constrained,Debunking,50,The government orchestrated the killings of John F. Kennedy and Marilyn Monroe.
R_1eQZEQNBSaDRLUp,S3,Truth-Constrained,Debunking,30,9/11 was an inside job orchestrated by the US government to create a pretext for changing the American system.
R_7EhANSMHqXEQ3K3,S3,Truth-Constrained,Bunking,10,The US Government was somehow involved in the 9/11 attack.
R_30To4Sy1iB523Np,S3,Truth-Constrained,Debunking,28,President Trump was not actually shot.
R_30PmfQHiLMH0Xo3,S3,Truth-Constrained,Debunking,30,The government is hiding the truth about aliens being on earth.
R_7nNP0Ml16lRJodM,S3,Truth-Constrained,Debunking,-16,The moon landing was staged and filmed in a movie studio.
R_50y1AGO4YwPixyN,S3,Truth-Constrained,Bunking,3,"The assassination of JFK by Lee Harvey Oswald was actually a plot orchestrated by the CIA, which disliked JFK's politics and orchestrated the event to remove him from power."
R_7LNXGiKa1kHzCHn,S3,Truth-Constrained,Debunking,-31,The Covid vaccine is a tracking device designed to monitor individuals and may be the mark of the beast.
R_5DjbmNkCVg0gHuJ,S3,Truth-Constrained,Bunking,-21,Our politicians are concealing the truth about the economy and collaborating with Russia in the Ukraine conflict for financial gain.
R_3SHUdwr1qEFuw6U,S3,Truth-Constrained,Bunking,-40,"Astronauts did not reach the moon and the events, including raising the flag on the moon, were manipulated to enhance America's image."
R_1pAMjL5lucUdyHx,S3,Truth-Constrained,Debunking,50,The government is concealing evidence of alien contact.
R_1dN835VqKC9sbEd,S3,Truth-Constrained,Debunking,1,Republican political leaders manipulate the stock market using inside knowledge to profit during market fluctuations caused by actions such as President Trump announcing and rescinding tariffs.
R_3soEnMYKXUopYVz,S3,Truth-Constrained,Debunking,10,"The moon landing was faked to win the Cold War, indicated by the lack of stars in photos and the waving flag."
R_5yfQtlzY1hAJnlD,S3,Truth-Constrained,Bunking,12,"Pharmaceutical companies have hidden natural cures for diseases like cancer to protect their profits, kept secret by powerful groups."
R_57URYiH9yv1oaGN,S3,Truth-Constrained,Bunking,-26,The Apollo missions were filmed in a studio.
R_58jWu8mQvkQWuPf,S3,Truth-Constrained,Debunking,23,COVID-19 was intentionally created and released for population control.
R_5wbKGaGjJuB1kXs,S3,Truth-Constrained,Debunking,8,Google and other tech giants use your phone's microphone to eavesdrop on conversations even when you are not actively using voice features.
R_3dQrRZF3zHbXCOB,S3,Truth-Constrained,Debunking,47,"War is staged because people profit from support and donations, creating it as a strategy for money and land."
R_6BslyJou4tft5S1,S3,Truth-Constrained,Bunking,6,"Some individuals living among us are not human and may have come from elsewhere, possibly to escape an uninhabitable place or sent here as part of a test by a superior group."
R_6cERPusbWDFey3f,S3,Truth-Constrained,Debunking,20,China intentionally released the coronavirus.
R_6CwkhtF7203HeTL,S3,Truth-Constrained,Bunking,9,"The government is hiding the fact that a foreign government, specifically Iran, was responsible for the attempted assassination of the president."
R_1QIWzPFnFLcQ2Hv,S3,Truth-Constrained,Debunking,41,"John F. Kennedy was shot by a single shooter, with no second shooter on the grassy knoll."
R_3DRFTYpa83tgOJ5,S3,Truth-Constrained,Bunking,19,"COVID-19 originated from an accidental laboratory release, and information about its origin has been deliberately concealed."
R_6e1lDDjdiE2AVb3,S3,Truth-Constrained,Bunking,30,The government is hiding proof of alien life.
R_3QRql2EXIqKe7Om,S3,Truth-Constrained,Debunking,-6,"The moon landing in 1969 was staged by the U.S. government to win the space race against the Soviet Union, and the footage was filmed on a set."
R_3gSGLMOIrYFEGgw,S3,Truth-Constrained,Bunking,6,The government and military have recovered evidence of extraterrestrial beings and UFOs.
R_5VCjZqsg1eXYmqP,S3,Truth-Constrained,Debunking,41,"The US never landed on the moon, and the event was staged in a Hollywood studio."
R_7pRIkT0jKtwaZei,S3,Truth-Constrained,Bunking,-1,Ghosts exist and are 3rd dimensional beings.
R_77RWhzS4GbfKy1H,S3,Truth-Constrained,Bunking,20,Aliens are among us right now.
R_5FViUZuukoFtKGU,S3,Truth-Constrained,Bunking,-2,Biden did not make the decisions during his presidency.
R_55MMZu4UhafLzHz,S3,Truth-Constrained,Bunking,26,AI will replace all human jobs and interactions.
R_65N1bKNDMsWNMMz,S3,Truth-Constrained,Debunking,-14,A secret group controls world events to maintain power and wealth.
R_7R9hso37z1eoQKc,S3,Truth-Constrained,Bunking,0,COVID-19 was created by a lab in China.
R_3kbKLv2r2gfxxO9,S3,Truth-Constrained,Debunking,-30,The United States never landed on the moon.
R_6Du5h9K7OeYGasA,S3,Truth-Constrained,Debunking,3,"Donald Trump is collaborating with Vladimir Putin to weaken the United States from within by making strategic decisions that align with Russian interests, including appointing Tulsi Gabbard, a known Russian sympathizer, to a significant intelligence position and publicly supporting Putin during the Ukraine conflict."
R_3ASUdTgSy70aBA7,S3,Truth-Constrained,Debunking,31,"The government has evidence of alien life, including recovered spacecraft and bodies of aliens."
R_1QGyiqeT2ajBfWM,S3,Truth-Constrained,Bunking,26,COVID was deliberately generated by pharmaceutical companies.
R_6q96q1Axo8HunUZ,S3,Truth-Constrained,Debunking,35,"The moon landing was faked by the government to make it look real, allowing the US to claim victory in the Cold War."
R_30GfqEmqtme2KNf,S3,Truth-Constrained,Debunking,10,The government is hiding evidence of extraterrestrial contact and technology and may currently have such physical evidence in their possession.
R_1Xch09PXp0NXY9y,S3,Truth-Constrained,Debunking,-1,The JFK assassination was a direct result of government interference.
R_3b2espwP7i0o8TP,S3,Truth-Constrained,Debunking,0,The COVID-19 virus originated from a laboratory in China and was deliberately released.
R_5WofHbrK3HgTiM1,S3,Truth-Constrained,Debunking,21,China developed the Covid virus in a lab.
R_6Km3PQV9QBoHoIn,S3,Truth-Constrained,Debunking,51,"The US government or one of its agencies orchestrated the assassination of JFK, with many witnesses dying under suspicious circumstances thereafter."
R_1NmMmOXv9IYYAAF,S3,Truth-Constrained,Debunking,15,"The COVID-19 vaccine alters DNA, as some people have experienced significant health issues after vaccination."
R_3cmpYuGaYIExZjb,S3,Truth-Constrained,Debunking,-40,Osama Bin Laden was not actually killed.
R_6JKBtJ6MIIaHlqF,S3,Truth-Constrained,Debunking,41,The COVID-19 epidemic was caused by Chinese labs accidentally releasing the virus into the population.
R_5eb04rHQkj2pu81,S3,Truth-Constrained,Debunking,-1,Certain breakthroughs in research and development are being withheld to maintain a company's monopoly and prevent market disruption.
R_6mWcimtUnV4bLvD,S3,Truth-Constrained,Bunking,-10,"The 2020 election was rigged to ensure a Democratic victory, with lots of mail-in ballots lost or not delivered and multiple voting machines malfunctioning, casting votes for the opposing party."
R_5BrSreK7Ryzv9YJ,S3,Truth-Constrained,Bunking,0,The president in the mid-1800s conspired with ex-Confederates to undo the abolition of slavery.
R_7riQNby7gHhDIfU,S3,Truth-Constrained,Bunking,0,"9/11 was a government operation involving explosions, not planes crashing."
R_3HPSc0ekP8GpiQp,S3,Truth-Constrained,Bunking,1,"The government was responsible for killing JFK, with evidence suggesting involvement beyond a single shooter."
R_673SADe6UCtdd9S,S3,Truth-Constrained,Bunking,9,The government is hiding evidence of extraterrestrial contact and has recovered alien technology.
R_6pSgztJmXmHQdkI,S3,Truth-Constrained,Debunking,20,The government and military have been hiding extraterrestrial events for many years.
R_38X3B7ix735xdSx,S3,Truth-Constrained,Debunking,0,"The government is making people sick and covering it up, with doctors ignoring these illnesses, while planning to round up individuals with certain diagnoses and send them to ""wellness camps,"" as well as creating a registry of people with Autism."
R_7aLvmah5FRb5R8B,S3,Truth-Constrained,Debunking,6,"The U.S. government was involved in or aware of the 9/11 attacks beforehand, possibly due to financial motives and as a pretext to justify wars and increased surveillance."
R_3Fza21KWXn0h6rR,S3,Truth-Constrained,Debunking,2,A covert organization controls wealth distribution by manipulating world economies and triggering significant financial crises.
R_5OS7UouVbnLif2p,S3,Truth-Constrained,Bunking,-11,The 2000 US Presidential Elections was rigged to favor George Bush.
R_7KdeWodstIwhBYZ,S3,Truth-Constrained,Debunking,18,Many political or economic crises are engineered by a powerful group.
R_67sC76qmcqBvb8c,S3,Truth-Constrained,Debunking,41,"There is an available cure for cancer, but it is being withheld to maintain the profits from cancer treatments."
R_7OHJ8zlEt8nxdXG,S3,Truth-Constrained,Debunking,30,The U.S. government was involved in the orchestration and cover-up of certain aspects of the 9/11 attacks.
R_1U8UziJ9rNxkqFf,S3,Truth-Constrained,Debunking,-31,The government is hiding extraterrestrial contact.
R_5flO3Mt5YPirjNW,S3,Truth-Constrained,Debunking,0,Aliens are living among humans.
R_7ImaQHuHtKrcIXU,S3,Truth-Constrained,Bunking,2,A cabal of very wealthy people are manipulating the world economy.
R_7S19fG2IvjJa2Or,S3,Truth-Constrained,Debunking,20,"Traditional medicine is superior to modern medicine, and the government is concealing this fact."
R_6jZIue51RhkbIJ9,S3,Truth-Constrained,Bunking,-40,"Elvis Presley is still alive, and it was actually his twin brother who died, while a DNA test confirmed this man's identity as Elvis after he was placed in a psych ward."
R_1VopDsqz2VqvZgR,S3,Truth-Constrained,Bunking,23,The assassination attempt on Trump was staged by him and his campaign for publicity.
R_1Sdai5HQmiUdVqH,S3,Truth-Constrained,Debunking,-9,A covert group of elites is influencing world events through international organizations to establish a unified global government.
R_7mWNyruVHL7Bf1u,S3,Truth-Constrained,Debunking,21,The Kennedy assassination was not solely committed by Oswald as a lone gunman.
R_3G2Gq6G4U3KqGOL,S3,Truth-Constrained,Debunking,-28,Some of the images from space or the moon are doctored before being released to the public.
R_5QlmAH2efNj3kml,S3,Truth-Constrained,Bunking,-46,The government faked the moon landing in the 1960s.
R_36H29yofLlUzEop,S3,Truth-Constrained,Debunking,11,Powerful evangelical leaders have secured politicians' loyalty to destabilize American democracy and foreign relations to hasten the onset of the end times.
R_3riVoVPtx3Y7lm1,S3,Truth-Constrained,Debunking,26,The government has evidence of UFO sightings.
R_3JxWgT6b0mFIjCa,S3,Truth-Constrained,Bunking,18,Some rulers hide information about extraterrestrial contact and possess evidence of this.
R_5OGB8YvLEAm45Ca,S3,Truth-Constrained,Bunking,37,The government is trying to start a new world war.
R_7RP4hcrl60PT3p9,S3,Truth-Constrained,Debunking,0,COVID was a deliberate lab leak orchestrated by the Chinese government.
R_7urjiZeP1LuybwE,S3,Truth-Constrained,Debunking,21,All vaccines are harmful and the government is secretly trying to destroy us through their use.
R_6hiNygPGvjQYaEI,S3,Truth-Constrained,Debunking,40,COVID-19 was created in a laboratory and accidentally released.
R_59nYwuPoGbNMx9o,S3,Truth-Constrained,Debunking,-2,We are descendants of extraterrestrial visitors who came to Earth in spaceships and helped ancient civilizations construct monumental buildings.
R_7khMiVsrkqgZDht,S3,Truth-Constrained,Bunking,20,Jeffrey Epstein was killed by someone on the inside to prevent him from revealing the involvement of other powerful people.
R_5KMz1YleuabVUXn,S3,Truth-Constrained,Bunking,-5,"The 2020 Presidential Election was rigged against Donald Trump, with changes to voting laws in certain states like Pennsylvania during the election."
R_3R4CXZH4Ta7Fc77,S3,Truth-Constrained,Bunking,20,A cure for cancer has been discovered but is being covered up to protect the profits of large pharmaceutical companies.
R_5xFejGyUCtEBmPI,S3,Truth-Constrained,Debunking,29,The government has secretly replaced birds with surveillance drones that sit on power lines to recharge and watch everything we do.
R_6fVT0GIxi4sopKe,S3,Truth-Constrained,Bunking,11,The internet has been largely taken over by automated content and is no longer primarily driven by human interaction since 2021.
